Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Churn
64,33,Male,Accessories,79,Arizona,Winter,2.7,Yes,2-Day Shipping,Yes,43,Credit Card,0
65,65,Male,Footwear,83,Alabama,Fall,4.8,Yes,Standard,Yes,18,Debit Card,0
66,65,Male,Accessories,36,New Jersey,Spring,4.8,Yes,2-Day Shipping,Yes,44,Venmo,0
68,45,Male,Outerwear,33,Connecticut,Winter,4.4,Yes,Store Pickup,Yes,49,Debit Card,0
69,57,Male,Accessories,46,Utah,Summer,3.9,Yes,Next Day Air,Yes,21,Cash,0
70,48,Male,Accessories,70,Tennessee,Summer,4.4,Yes,Express,Yes,5,Cash,0
71,22,Male,Accessories,29,Alabama,Fall,4.2,Yes,Express,Yes,32,Debit Card,0
72,36,Male,Clothing,48,Virginia,Summer,2.9,Yes,Express,Yes,34,Bank Transfer,1
73,18,Male,Clothing,26,Georgia,Winter,2.9,Yes,Store Pickup,Yes,21,Bank Transfer,0
74,48,Male,Clothing,85,Hawaii,Spring,2.7,Yes,Free Shipping,Yes,43,Bank Transfer,0
75,49,Male,Accessories,58,Indiana,Spring,4.5,Yes,Express,Yes,3,Cash,0
76,64,Male,Accessories,85,Utah,Summer,2.7,Yes,Free Shipping,Yes,21,Credit Card,1
77,50,Male,Accessories,43,Delaware,Summer,4.2,Yes,Free Shipping,Yes,32,Venmo,0
78,22,Male,Clothing,53,Delaware,Summer,3.3,Yes,Next Day Air,Yes,36,Debit Card,0
79,50,Male,Clothing,91,Nebraska,Spring,4.7,Yes,Free Shipping,Yes,50,Venmo,0
80,38,Male,Outerwear,96,Iowa,Winter,2.6,Yes,2-Day Shipping,Yes,43,Bank Transfer,0
81,19,Male,Footwear,72,New York,Summer,3.3,Yes,Store Pickup,Yes,24,Credit Card,0
82,67,Male,Footwear,96,Virginia,Summer,2.6,Yes,Express,Yes,36,Credit Card,0
83,19,Male,Clothing,28,Georgia,Spring,4,Yes,2-Day Shipping,Yes,21,Credit Card,0
84,36,Male,Clothing,40,Texas,Summer,4.1,Yes,Standard,Yes,34,Bank Transfer,0
85,52,Male,Outerwear,32,Arizona,Spring,4.4,Yes,Standard,Yes,42,Bank Transfer,0
86,53,Male,Accessories,95,New Mexico,Winter,4.5,Yes,Next Day Air,Yes,2,Debit Card,0
87,24,Male,Clothing,41,Nevada,Spring,3.7,Yes,2-Day Shipping,Yes,47,Cash,0
88,52,Male,Footwear,53,Ohio,Fall,3.7,Yes,2-Day Shipping,Yes,44,Debit Card,0
89,33,Male,Clothing,47,Wyoming,Fall,3.5,Yes,Free Shipping,Yes,35,Credit Card,0
90,47,Male,Outerwear,83,California,Fall,3.6,Yes,Next Day Air,Yes,15,Cash,1
91,25,Male,Accessories,48,South Carolina,Summer,2.9,Yes,Express,Yes,29,Credit Card,0
92,44,Male,Accessories,99,South Carolina,Winter,4.6,Yes,Standard,Yes,18,Credit Card,0
93,61,Male,Outerwear,87,Texas,Winter,4.4,Yes,2-Day Shipping,Yes,13,Venmo,0
94,37,Male,Clothing,62,Florida,Fall,4.5,Yes,Standard,Yes,46,Credit Card,0
95,58,Male,Clothing,76,Nevada,Spring,4.6,Yes,Free Shipping,Yes,28,Credit Card,0
96,37,Male,Footwear,100,Missouri,Fall,3.8,Yes,Free Shipping,Yes,48,PayPal,0
97,32,Male,Accessories,73,Delaware,Spring,3.6,Yes,Express,Yes,43,Venmo,0
98,21,Male,Footwear,92,Virginia,Winter,4.8,Yes,Store Pickup,Yes,37,Cash,1
99,20,Male,Clothing,67,New York,Spring,2.6,Yes,Next Day Air,Yes,20,Bank Transfer,1
100,26,Male,Clothing,40,Missouri,Summer,3.7,Yes,Express,Yes,33,Debit Card,1
101,62,Male,Accessories,98,South Dakota,Fall,2.7,Yes,Express,Yes,31,Cash,0
102,27,Male,Outerwear,85,North Dakota,Spring,4.6,Yes,Express,Yes,50,Credit Card,0
103,51,Male,Clothing,67,Oklahoma,Winter,4.8,Yes,Next Day Air,Yes,35,Credit Card,1
104,54,Male,Footwear,89,West Virginia,Winter,4,Yes,Next Day Air,Yes,22,Venmo,0
105,55,Male,Accessories,24,New Hampshire,Spring,4.4,Yes,2-Day Shipping,Yes,1,PayPal,0
106,69,Male,Accessories,96,New York,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,1
107,64,Male,Outerwear,35,Minnesota,Summer,3.7,Yes,Standard,Yes,31,Credit Card,0
109,70,Male,Clothing,79,Montana,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,0
110,58,Male,Clothing,85,Alabama,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,0
111,56,Male,Accessories,26,New York,Summer,4,Yes,Standard,Yes,26,Venmo,0
112,26,Male,Accessories,75,Massachusetts,Summer,5,Yes,Free Shipping,Yes,9,Credit Card,1
113,37,Male,Accessories,65,Florida,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,0
114,44,Male,Accessories,54,New Jersey,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,1
115,70,Male,Outerwear,95,Massachusetts,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,0
116,53,Male,Clothing,94,Wyoming,Spring,3.8,Yes,Standard,Yes,48,Debit Card,0
117,55,Male,Footwear,86,Virginia,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,1
118,50,Male,Footwear,32,South Dakota,Summer,4.6,Yes,Express,Yes,29,Cash,0
119,50,Male,Clothing,45,Kentucky,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,0
120,38,Male,Outerwear,76,Wyoming,Fall,4.3,Yes,Express,Yes,44,Cash,1
121,64,Male,Accessories,84,West Virginia,Summer,4,Yes,Express,Yes,32,Bank Transfer,1
122,19,Male,Clothing,72,Virginia,Winter,4.2,Yes,Standard,Yes,11,Cash,0
123,40,Male,Accessories,40,Washington,Spring,4.8,Yes,2-Day Shipping,Yes,44,Cash,0
124,57,Male,Clothing,89,Louisiana,Fall,3.1,Yes,Free Shipping,Yes,46,Cash,0
125,44,Male,Clothing,86,Nevada,Spring,3.1,Yes,Next Day Air,Yes,50,PayPal,1
126,49,Male,Clothing,54,California,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,0
128,24,Male,Clothing,89,Mississippi,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,0
129,20,Male,Accessories,32,California,Spring,4.7,Yes,Standard,Yes,21,Credit Card,0
130,24,Male,Clothing,67,Pennsylvania,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,0
131,44,Male,Accessories,39,Kentucky,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,0
132,28,Male,Clothing,29,Maine,Summer,3.9,Yes,Standard,Yes,46,Credit Card,0
133,30,Male,Accessories,58,New Mexico,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,0
134,52,Male,Clothing,65,Montana,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,1
135,43,Male,Accessories,94,Texas,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,0
136,43,Male,Footwear,81,Kansas,Fall,4.1,Yes,Express,Yes,12,PayPal,1
137,39,Male,Clothing,86,South Carolina,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,1
138,68,Male,Footwear,43,Colorado,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,0
139,68,Male,Clothing,29,Georgia,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,0
140,49,Male,Outerwear,95,Florida,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,1
141,63,Male,Clothing,28,North Carolina,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,0
142,56,Male,Accessories,46,Virginia,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,0
143,37,Male,Outerwear,58,Nebraska,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,0
144,30,Male,Outerwear,48,Missouri,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,1
145,19,Male,Footwear,43,New Jersey,Fall,3.2,Yes,Express,Yes,25,Cash,0
146,24,Male,Accessories,95,Missouri,Fall,4.5,Yes,Standard,Yes,44,Debit Card,1
147,52,Male,Clothing,30,Colorado,Fall,4,Yes,Standard,Yes,21,Venmo,0
148,63,Male,Footwear,64,Idaho,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,0
149,37,Male,Accessories,90,Wyoming,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,1
150,38,Male,Clothing,76,Delaware,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,0
152,28,Male,Accessories,47,North Dakota,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,1
153,30,Male,Clothing,85,South Carolina,Summer,4.3,Yes,Express,Yes,42,Venmo,1
154,69,Male,Clothing,55,North Carolina,Winter,3.2,Yes,Standard,Yes,22,Debit Card,1
155,41,Male,Clothing,98,Oklahoma,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,1
156,63,Male,Clothing,77,Maine,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,1
157,35,Male,Clothing,26,Missouri,Fall,4,Yes,Standard,Yes,40,Debit Card,1
158,36,Male,Accessories,68,Vermont,Fall,3,Yes,Next Day Air,Yes,1,Bank Transfer,0
159,25,Male,Clothing,73,Connecticut,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,0
160,58,Male,Accessories,27,New Hampshire,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,0
161,27,Male,Accessories,23,Texas,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,0
162,65,Male,Accessories,49,North Dakota,Fall,3,Yes,Express,Yes,29,Venmo,0
163,54,Male,Accessories,74,California,Summer,3,Yes,Store Pickup,Yes,31,PayPal,0
164,54,Male,Clothing,67,Virginia,Summer,3.4,Yes,Standard,Yes,8,Debit Card,0
165,59,Male,Accessories,65,Delaware,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,0
166,42,Male,Accessories,60,Kentucky,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,0
167,46,Male,Footwear,31,Delaware,Fall,4,Yes,Store Pickup,Yes,30,Cash,0
168,33,Male,Accessories,27,Arkansas,Fall,4,Yes,Express,Yes,14,Credit Card,0
169,34,Male,Footwear,80,Louisiana,Summer,3,Yes,Express,Yes,5,Cash,0
170,27,Male,Outerwear,30,Nevada,Summer,3.3,Yes,Standard,Yes,3,PayPal,0
171,52,Male,Clothing,25,Wyoming,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,0
173,54,Male,Accessories,67,Nebraska,Summer,3.9,Yes,Next Day Air,Yes,42,Credit Card,0
174,25,Male,Accessories,46,Hawaii,Fall,3.4,Yes,Standard,Yes,30,Cash,1
175,41,Male,Footwear,35,Vermont,Winter,3.5,Yes,Express,Yes,37,Venmo,1
176,53,Male,Outerwear,86,Oklahoma,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,1
177,53,Male,Accessories,81,New Hampshire,Spring,2.7,Yes,Next Day Air,Yes,30,Credit Card,1
178,21,Male,Clothing,42,Kansas,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,0
179,61,Male,Clothing,43,Idaho,Fall,4.3,Yes,2-Day Shipping,Yes,21,PayPal,1
180,64,Male,Footwear,31,Illinois,Fall,4.9,Yes,Store Pickup,Yes,9,Bank Transfer,0
181,51,Male,Footwear,81,South Dakota,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,0
182,32,Male,Clothing,61,Massachusetts,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,0
183,38,Male,Accessories,96,Alabama,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,1
184,58,Male,Clothing,29,Ohio,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,0
185,32,Male,Footwear,33,Hawaii,Spring,3,Yes,Express,Yes,40,Cash,0
186,46,Male,Clothing,32,Wisconsin,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,0
187,39,Male,Accessories,56,Minnesota,Summer,2.9,Yes,Standard,Yes,31,Debit Card,1
188,19,Male,Footwear,94,Georgia,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,0
189,50,Male,Clothing,53,Arkansas,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,0
190,36,Male,Clothing,82,West Virginia,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,0
191,65,Male,Outerwear,70,Indiana,Fall,3,Yes,Free Shipping,Yes,48,Venmo,1
192,64,Male,Accessories,76,Utah,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,0
193,46,Male,Footwear,29,Nebraska,Summer,2.9,Yes,Express,Yes,12,PayPal,0
194,36,Male,Accessories,100,North Dakota,Fall,3,Yes,Standard,Yes,29,Venmo,1
195,51,Male,Accessories,94,Missouri,Spring,3.1,Yes,Express,Yes,15,Debit Card,1
197,38,Male,Footwear,88,Washington,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,0
198,59,Male,Accessories,78,South Carolina,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,0
199,57,Male,Accessories,45,Utah,Winter,4.8,Yes,Standard,Yes,39,Credit Card,0
200,54,Male,Accessories,73,Idaho,Summer,3.8,Yes,Express,Yes,32,Cash,0
201,25,Male,Clothing,61,Pennsylvania,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,0
202,69,Male,Clothing,22,Missouri,Fall,4.3,Yes,Free Shipping,Yes,15,Bank Transfer,1
203,57,Male,Accessories,38,Nebraska,Spring,2.7,Yes,Express,Yes,33,Venmo,1
204,70,Male,Accessories,38,Indiana,Fall,3.2,Yes,Next Day Air,Yes,18,Bank Transfer,0
205,24,Male,Footwear,100,Arizona,Fall,4,Yes,Store Pickup,Yes,35,Cash,0
206,67,Male,Clothing,64,Hawaii,Winter,3,Yes,Standard,Yes,25,PayPal,0
207,24,Male,Clothing,55,Wisconsin,Summer,4.2,Yes,Free Shipping,Yes,6,Venmo,0
208,62,Male,Accessories,91,Rhode Island,Summer,2.9,Yes,Express,Yes,17,Bank Transfer,0
209,57,Male,Clothing,38,Wisconsin,Spring,4.1,Yes,Store Pickup,Yes,17,Credit Card,0
210,55,Male,Footwear,97,Minnesota,Winter,3.2,Yes,Store Pickup,Yes,44,Cash,0
211,45,Male,Outerwear,22,Vermont,Fall,3,Yes,2-Day Shipping,Yes,6,PayPal,0
212,69,Male,Clothing,92,South Dakota,Fall,4.2,Yes,2-Day Shipping,Yes,45,Debit Card,0
213,67,Male,Accessories,84,Virginia,Fall,4.2,Yes,Express,Yes,7,Debit Card,1
214,30,Male,Accessories,93,Nevada,Fall,4.4,Yes,Store Pickup,Yes,11,Debit Card,0
215,24,Male,Outerwear,50,Hawaii,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,0
216,62,Male,Accessories,64,New Jersey,Spring,2.8,Yes,2-Day Shipping,Yes,24,PayPal,0
217,43,Male,Clothing,61,Massachusetts,Spring,3.7,Yes,Free Shipping,Yes,21,Venmo,0
218,35,Male,Accessories,48,Oklahoma,Winter,3.5,Yes,Next Day Air,Yes,24,Bank Transfer,1
220,32,Male,Accessories,88,Nevada,Spring,3,Yes,Free Shipping,Yes,12,Cash,0
221,39,Male,Footwear,57,Arizona,Spring,3.7,Yes,Express,Yes,48,Debit Card,0
222,28,Male,Accessories,68,North Carolina,Summer,4.4,Yes,Store Pickup,Yes,6,Bank Transfer,1
223,47,Male,Accessories,94,New York,Spring,4.5,Yes,2-Day Shipping,Yes,14,PayPal,0
224,20,Male,Clothing,41,Wyoming,Spring,4.8,Yes,Free Shipping,Yes,34,PayPal,1
225,63,Male,Clothing,83,South Dakota,Summer,2.9,Yes,Free Shipping,Yes,12,Cash,0
226,25,Male,Outerwear,22,Arkansas,Spring,3.2,Yes,Next Day Air,Yes,11,Bank Transfer,1
227,29,Male,Footwear,74,Texas,Spring,3.3,Yes,Free Shipping,Yes,5,PayPal,0
228,50,Male,Clothing,90,Rhode Island,Winter,4.2,Yes,Standard,Yes,25,Venmo,0
229,18,Male,Clothing,79,New Hampshire,Spring,2.9,Yes,Store Pickup,Yes,11,Credit Card,1
231,66,Male,Accessories,88,Utah,Fall,4.1,Yes,Standard,Yes,43,Credit Card,1
232,28,Male,Clothing,26,Tennessee,Spring,3.1,Yes,2-Day Shipping,Yes,18,Debit Card,0
233,54,Male,Accessories,27,Hawaii,Winter,4.2,Yes,Express,Yes,32,Bank Transfer,0
234,19,Male,Clothing,83,Arizona,Fall,4.5,Yes,Next Day Air,Yes,27,Bank Transfer,0
235,20,Male,Accessories,39,South Dakota,Summer,3.7,Yes,Next Day Air,Yes,24,Credit Card,0
236,43,Male,Accessories,89,New Jersey,Winter,3.7,Yes,Free Shipping,Yes,31,Debit Card,1
237,38,Male,Outerwear,68,North Dakota,Winter,3.4,Yes,Next Day Air,Yes,39,PayPal,0
238,50,Male,Clothing,90,Iowa,Summer,3,Yes,Store Pickup,Yes,36,Debit Card,0
239,64,Male,Clothing,34,Ohio,Fall,4.2,Yes,Free Shipping,Yes,5,Cash,1
240,49,Male,Clothing,51,Vermont,Summer,2.9,Yes,Express,Yes,47,Credit Card,0
241,47,Male,Clothing,45,Montana,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,0
242,36,Male,Clothing,88,Delaware,Winter,4.1,Yes,Free Shipping,Yes,43,Venmo,0
243,55,Male,Outerwear,85,New York,Summer,4.3,Yes,Store Pickup,Yes,40,Debit Card,0
244,25,Male,Accessories,100,Kentucky,Winter,2.8,Yes,2-Day Shipping,Yes,4,Debit Card,0
245,53,Male,Accessories,42,Oregon,Spring,4.9,Yes,2-Day Shipping,Yes,39,PayPal,0
246,49,Male,Footwear,53,Rhode Island,Summer,3.3,Yes,Next Day Air,Yes,45,Venmo,0
247,35,Male,Accessories,86,Nevada,Spring,3.2,Yes,Express,Yes,20,Venmo,0
248,29,Male,Clothing,66,Montana,Spring,4.4,Yes,Standard,Yes,14,Debit Card,0
249,47,Male,Accessories,100,Pennsylvania,Winter,4.8,Yes,Express,Yes,33,PayPal,0
250,53,Male,Accessories,47,Alaska,Fall,4.2,Yes,Standard,Yes,18,Credit Card,1
252,21,Male,Accessories,51,Wyoming,Winter,2.5,Yes,Standard,Yes,34,PayPal,1
253,32,Male,Clothing,41,Delaware,Summer,3.9,Yes,Free Shipping,Yes,33,Venmo,0
254,52,Male,Footwear,73,Oklahoma,Winter,4.9,Yes,2-Day Shipping,Yes,15,Bank Transfer,0
256,43,Male,Accessories,20,Maryland,Spring,4.2,Yes,Free Shipping,Yes,25,Debit Card,1
257,58,Male,Accessories,30,South Dakota,Spring,4.7,Yes,Express,Yes,20,Credit Card,0
258,20,Male,Accessories,53,West Virginia,Summer,4.5,Yes,Express,Yes,5,Credit Card,1
259,61,Male,Accessories,74,Alabama,Spring,2.8,Yes,Express,Yes,16,Cash,1
260,32,Male,Clothing,57,Louisiana,Fall,2.9,Yes,Standard,Yes,13,Debit Card,1
261,38,Male,Accessories,57,Montana,Winter,3.2,Yes,2-Day Shipping,Yes,11,Credit Card,0
262,21,Male,Clothing,77,California,Winter,4.9,Yes,Standard,Yes,21,Credit Card,1
263,37,Male,Clothing,40,Hawaii,Summer,3.7,Yes,Next Day Air,Yes,6,Debit Card,1
264,27,Male,Clothing,46,Iowa,Summer,4.3,Yes,Store Pickup,Yes,29,Venmo,0
265,36,Male,Clothing,78,Colorado,Fall,3.9,Yes,Store Pickup,Yes,15,Cash,1
266,32,Male,Accessories,59,Michigan,Spring,3.2,Yes,2-Day Shipping,Yes,17,Bank Transfer,0
267,51,Male,Accessories,75,Louisiana,Summer,3.1,Yes,Express,Yes,32,Credit Card,0
268,64,Male,Clothing,54,Maryland,Spring,3.9,Yes,2-Day Shipping,Yes,42,Venmo,1
269,68,Male,Footwear,42,Georgia,Spring,2.6,Yes,Store Pickup,Yes,21,Cash,0
270,68,Male,Clothing,44,Georgia,Winter,3.3,Yes,Next Day Air,Yes,9,Cash,0
272,65,Male,Accessories,69,Maryland,Summer,4.6,Yes,Express,Yes,42,Credit Card,0
273,48,Male,Accessories,26,Oregon,Summer,4.4,Yes,2-Day Shipping,Yes,37,Debit Card,0
274,69,Male,Outerwear,33,North Dakota,Spring,4.2,Yes,Express,Yes,32,Debit Card,1
275,59,Male,Accessories,32,Maryland,Spring,3,Yes,Express,Yes,28,Cash,0
278,29,Male,Clothing,29,Georgia,Winter,3,Yes,Store Pickup,Yes,36,Bank Transfer,0
279,57,Male,Clothing,95,Hawaii,Spring,3.7,Yes,Express,Yes,23,Debit Card,1
280,23,Male,Footwear,69,Arkansas,Summer,4,Yes,Standard,Yes,37,Bank Transfer,0
281,45,Male,Footwear,69,Montana,Fall,4.2,Yes,2-Day Shipping,Yes,21,Cash,0
282,38,Male,Accessories,61,Oklahoma,Spring,2.5,Yes,Standard,Yes,22,Debit Card,0
283,21,Male,Clothing,94,Minnesota,Summer,3,Yes,2-Day Shipping,Yes,9,Cash,0
284,32,Male,Clothing,30,Montana,Fall,3.2,Yes,Next Day Air,Yes,16,Venmo,1
285,63,Male,Clothing,45,Ohio,Summer,3.5,Yes,Standard,Yes,4,PayPal,1
286,29,Male,Accessories,39,Kentucky,Summer,4.8,Yes,Express,Yes,3,Debit Card,0
287,27,Male,Accessories,51,Nebraska,Summer,2.6,Yes,Store Pickup,Yes,6,Debit Card,1
288,56,Male,Accessories,37,Delaware,Spring,3.4,Yes,2-Day Shipping,Yes,18,Venmo,0
289,30,Male,Clothing,62,North Carolina,Winter,3.7,Yes,2-Day Shipping,Yes,34,Venmo,0
290,49,Male,Outerwear,85,New York,Fall,4.5,Yes,2-Day Shipping,Yes,26,Credit Card,0
